code;classification
S03CA06;Бетаметазон в комбинации с противомикробными препаратами
S03D;Другие препараты для лечения заболеваний глаз и уха
V;Прочие препараты
V01;Аллергены
V01A;Аллергены
V01AA;Экстракты аллергенов
V01AA01;Аллергены птичьего пера
V01AA02;Аллергены пыльцы травы
V01AA03;Аллергены клеща домашней пыли
V01AA04;Аллергены плесневых и дрожжевых грибов
V01AA05;Аллергены пыльцы деревьев
V01AA07;Аллергены насекомых
V01AA08;Аллергены пищевые
V01AA09;Аллергены текстильные
V01AA10;Аллергены цветов
V01AA11;Аллергены животных
V01AA20;Прочие аллергены
V03;Прочие разные препараты
V03A;Прочие разные препараты
V03AA;Препараты для лечения хронического алкоголизма
V03AB;Антидоты
V03AB01;Ipecacuanha
V03AB02;Nalorphine
V03AB03;Edetates
V03AB04;Pralidoxime iodide
V03AB05;Преднизолон и прометазин
V03AB06;Thiosulphate
V03AB08;Sodium nitrite
V03AB09;Dimercaprol
V03AB13;Obidoxime
V03AB14;Protamine
V03AB15;Naloxone
V03AB16;Ethanol
V03AB17;Methylthioninium chloride
V03AB18;Potassium permanganate
V03AB19;Physostigmine
V03AB20;Copper sulfate
V03AB21;Potassium iodide
V03AB22;Amyl nitrite
V03AB23;Acetylcysteine
V03AB24;Дигиталисный антитоксин
V03AB25;Flumazenil
V03AB26;Methionine
V03AB27;4-dimethylaminophenol
V03AB29;Cholinesterase
V03AB31;Prussian blue
V03AB32;Glutathione
V03AB33;Hydroxocobalamin
V03AB34;Fomepizole
V03AB35;Sugammadex
V03AB37;Idarucizumab
V03AC;Железосвязывающие препараты
V03AC01;Deferoxamine
V03AC02;Deferiprone
V03AC03;Deferasirox
V03AE;Препараты для лечения гиперкалиемии и гиперфосфатемии
V03AE01;Polystyrene sulfonate
V03AE02;Sevelamer
V03AE03;Lanthanum carbonate
V03AE04;Calcium actetate and magnesium carbonate
V03AE05;Sucroferric oxyhydroxide
V03AE06;Colestilan
V03AE07;Calcium acetate
V03AE08;Ferric citrate
V03AF;Препараты, снижающие токсичность цитостатической терапии
V03AF01;Mesna
V03AF02;Dexrazoxane
V03AF03;Calcium folinate
V03AF04;Calcium levofolinate
V03AF05;Amifostine
V03AF06;Sodium folinate
V03AF07;Rasburicase
V03AF08;Palifermin
V03AF09;Glucarpidase
V03AF10;Sodium levofolinate
V03AG;Препараты для лечения гиперкальциемии
V03AG01;Sodium cellulose phosphate
V03AH;Препараты для лечения гипогликемии
V03AH01;Diazoxide
V03AK;Тканевые повязки
V03AM;Препараты для эмболизации
V03AN;Медицинские газы
V03AN01;Oxygen
V03AN02;Carbon dioxide
V03AN03;Helium
V03AN04;Nitrogen
V03AN05;Medical air
V03AX;Прочие лекарственные препараты
V03AX02;Nalfurafine
V03AX03;Cobicistat
V03AZ;Препараты, угнетающие нервную систему
V03AZ01;Ethanol
V04;Диагностические препараты
V04B;Тесты для анализа мочи
V04C;Прочие диагностические препараты
V04CA;Тесты для выявления сахарного диабета
V04CA01;Tolbutamide
V04CA02;Glucose
V04CB;Тесты для определения всасывания жиров
V04CB01;Концентрат витамина А
V04CC;Тесты для определения проходимости желчного протока
V04CC01;Sorbitol
V04CC02;Magnesium sulfate
V04CC03;Sincalide
V04CC04;Ceruletide
V04CD;Тесты для определения функции гипофиза
V04CD01;Metyrapone
V04CD03;Sermorelin
V04CD04;Corticoliberin
V04CD05;Somatorelin
V04CE;Тесты для определения функционального состояния печени
V04CE01;Galactose
V04CE02;Sulfobromophtalein
V04CF;Тест для диагностики тубекулеза
V04CF01;Tuberculin
V04CG;Тесты для определения желудочной секреции
V04CG01;Катионно-обменная резина
V04CG02;Betazole
V04CG03;Histamine
V04CG04;Pentagastrin
V04CG05;Methylthioninium сhloride
V04CG30;Caffeine and sodium benzoate
V04CH;Тесты для определения функции почек
V04CH01;Inulin and other polyfructosans
V04CH02;Indigo carmine
V04CH03;Phenolsulfonphthalein
V04CH04;Alsactide
V04CH30;Aminohippuric acid
V04CJ;Тесты для определения функции щитовидной железы
V04CJ01;Thyrotrophin
V04CJ02;Protirelin
V04CK;Тесты для определения функции поджелудочной железы
V04CK01;Secretin
V04CK02;Pancreozymin (cholecystokinin)
V04CK03;Bentiromide
V04CL;Тесты для выявления аллергических заболеваний
V04CM;Тесты для выявления нарушений репродуктивной функции
V04CM01;Gonadorelin
V04CX;Прочие диагностические препараты
V06;Препараты для питания
V06A;Диетические средства для лечения ожирения
V06AA;Низкокалорийные диетические смеси
V06B;Белковые добавки
V06C;Детские питательные смеси
V06CA;Препараты для питания без фенилаланина
V06D;Другие препараты для питания
V06DA;Комплекс углеводов, белков, минералов и витаминов
V06DB;Комплекс белков, жиров, углеводов, минералов и витаминов
V06DC;Углеводы
V06DC01;Glucose
V06DC02;Fructose
V06DD;Аминокислоты, включая комбинации с полипептидами
V06DE;Комплекс аминокислот, углеводов, минералов и витаминов
V06DF;Заменители молока
V06DX;Прочие комбинированные препараты для питания
V07;Другие разные нелечебные средства
V07A;Другие разные нелечебные средства
V07AA;Пластыри
V07AB;Растворители и растворы для разведения, включая ирригационные растворы
V07AC;Вспомогательные средства для гемотрансфузии
V07AD;Вспомогательные тесты для анализа крови
V07AN;Моче- и калоприемники
V07AR;Тесты для определения чувствительности микробов, диски и таблетки
V07AS;Оборудование для стом
V07AT;Косметика
V07AV;Дезинфектанты технические
V07AX;Моющие вещества
V07AY;Прочие вспомогательные нелечебные средства
V07AZ;Химические реагенты для лабораторного анализа
V08;Контрастные вещества
V08A;Рентгеноконтрастные йодсодежащие вещества
V08AA;Водорастворимые высокоосмолярные рентгеноконтрастные вещества для исследования почек
V08AA01;Diatrizoic acid
V08AA02;Metrizoic acid
V08AA03;Iodamide
V08AA04;Iotalamic acid
V08AA05;Ioxitalamic acid
V08AA06;Ioglicic acid
V08AA07;Acetrizoic acid
V08AA08;Iocarmic acid
V08AA09;Methiodal
V08AA10;Diodone
V08AB;Водорастворимые низкоосмолярные рентгеноконтрастные вещества для исследования почек
V08AB01;Metrizamide
V08AB02;Iohexol
V08AB03;Ioxaglic acid
V08AB04;Iopamidol
V08AB05;Iopromide
V08AB06;Iotrolan
V08AB07;Ioversol
V08AB08;Iopentol
V08AB09;Iodixanol
V08AB10;Iomeprol
V08AB11;Iobitridol
V08AB12;Ioxilan
V08AC;Гепатотропные водорастворимые рентгеноконтрастные вещества
V08AC01;Iodoxamic acid
V08AC02;Iotroxic acid
V08AC03;Ioglycamic acid
V08AC04;Adipiodone
V08AC05;Iobenzamic acid
V08AC06;Iopanoic acid
V08AC07;Iocetamic acid
V08AC08;Sodium iodopate
V08AC09;Tyropanoic acid
V08AC10;Calcium iopodate
V08AD;Водонерастворимые рентгеноконтрастные вещества
V08AD01;Этиловые эфиры йодированных жирных кислот
V08AD02;Iopydol
V08AD03;Propyliodone
V08AD04;Iofendylate
V08B;Рентгеноконтрастные нейодированные вещества
V08BA;Рентгеноконтрастные препараты, содержащие бария сульфат
